requestStart,requestEnd,duration,durationNetto,downLinkBytes,downLinkPackets,upLinkBytes,upLinkPackets,port,requestSize,protocol,stalling,qc,qcFrom,qcTo,phase,bhfirst,bhlast,bhmin,bhmax,bhmean,bhstd,videoid
2020-02-14 09:16:38.811984062,2020-02-14 09:16:44.293909073,0 days 00:00:05.481925011,0 days 00:00:02.575654030,315966.0,235,4569.0,121,38471.0,756.0,udpnew,0,0,243,0,steady,124080,120655,120655,124080,122540.6,1396.4631395063745,jcgcswfv-6A
2020-02-14 09:16:44.293909073,2020-02-14 09:16:48.726861238,0 days 00:00:04.432952165,0 days 00:00:00.492689848,62379.0,47,913.0,24,38471.0,756.0,udpnew,0,0,243,0,steady,124087,120028,120028,124087,122057.6,1603.281728206244,jcgcswfv-6A
2020-02-14 09:16:48.726861238,2020-02-14 09:16:54.199954033,0 days 00:00:05.473092795,0 days 00:00:03.971142531,485457.0,364,7137.0,186,38471.0,756.0,udpnew,0,0,243,0,steady,120032,120618,120032,122629,121249.2,991.4629090389615,jcgcswfv-6A
2020-02-14 09:16:54.199954033,2020-02-14 09:16:58.658007145,0 days 00:00:04.458053112,0 days 00:00:00.502795935,62234.0,48,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,123981,119990,119990,123981,121997.4,1568.5027255315815,jcgcswfv-6A
2020-02-14 09:16:58.658007145,2020-02-14 09:17:04.193774939,0 days 00:00:05.535767794,0 days 00:00:03.592646837,438934.0,329,6224.0,165,38471.0,756.0,udpnew,0,0,243,0,steady,120779,120647,120647,122932,121701.4,1032.0340595154794,jcgcswfv-6A
2020-02-14 09:17:04.193774939,2020-02-14 09:17:08.580691814,0 days 00:00:04.386916875,0 days 00:00:00.494017124,62218.0,48,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,123936,120912,120912,123936,122425.25,1301.7110214380662,jcgcswfv-6A
2020-02-14 09:17:08.580691814,2020-02-14 09:17:14.182520866,0 days 00:00:05.601829052,0 days 00:00:02.054183007,252103.0,190,3579.0,95,38471.0,756.0,udpnew,0,0,243,0,steady,119911,120542,119911,123565,121840.66666666667,1423.6680324663705,jcgcswfv-6A
2020-02-14 09:17:14.182520866,2020-02-14 09:17:18.498380184,0 days 00:00:04.315859318,0 days 00:00:00.495738984,62644.0,48,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,123884,120848,120848,123884,122367.75,1305.5870646315907,jcgcswfv-6A
2020-02-14 09:17:18.498380184,2020-02-14 09:17:24.247518063,0 days 00:00:05.749137879,0 days 00:00:01.369453669,167932.0,127,2419.0,64,38471.0,756.0,udpnew,0,0,243,0,steady,119831,120599,119831,123783,121974.33333333333,1599.1102109193935,jcgcswfv-6A
2020-02-14 09:17:24.247518063,2020-02-14 09:17:28.332494020,0 days 00:00:04.084975957,0 days 00:00:00.493736028,61943.0,47,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,123770,120730,120730,123770,122251.5,1310.3764090265565,jcgcswfv-6A
2020-02-14 09:17:28.332494020,2020-02-14 09:17:34.141863108,0 days 00:00:05.809369088,0 days 00:00:00.916427851,105509.0,81,1555.0,41,38471.0,756.0,udpnew,0,0,243,0,steady,119718,120512,119718,124513,122068.33333333333,1830.116571879143,jcgcswfv-6A
2020-02-14 09:17:34.141863108,2020-02-14 09:17:38.330366135,0 days 00:00:04.188503027,0 days 00:00:00.493872881,62529.0,47,990.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,123715,120662,120662,123715,122191.5,1314.237548289248,jcgcswfv-6A
2020-02-14 09:17:38.330366135,2020-02-14 09:17:44.142666817,0 days 00:00:05.812300682,0 days 00:00:01.229556799,151094.0,114,2309.0,60,38471.0,756.0,udpnew,0,0,243,0,steady,120296,120548,120296,124511,122167.33333333333,1669.7640152628355,jcgcswfv-6A
2020-02-14 09:17:44.142666817,2020-02-14 09:17:48.346714973,0 days 00:00:04.204048156,0 days 00:00:00.766547203,62244.0,48,1065.0,27,38471.0,756.0,udpnew,0,0,243,0,steady,123359,120558,120558,123359,122023.0,1219.1010349160292,jcgcswfv-6A
2020-02-14 09:17:48.346714973,2020-02-14 09:17:54.117288113,0 days 00:00:05.770573140,0 days 00:00:02.805607796,260596.0,195,3852.0,100,38471.0,757.0,udpnew,0,0,243,0,steady,119635,120533,119635,123509,121807.33333333333,1513.8925545317497,jcgcswfv-6A
2020-02-14 09:17:54.117288113,2020-02-14 09:17:54.299230099,0 days 00:00:00,0 days 00:00:00,24377.0,20,459.0,12,38471.0,756.0,udpnew,0,0,243,0,steady,120533,120533,120533,120533,120533.0,0.0,jcgcswfv-6A
