frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len
"2777","Apr 24, 2024 14:01:17.285840000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","138"
"2778","Apr 24, 2024 14:01:17.285863000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2779","Apr 24, 2024 14:01:17.285863000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2780","Apr 24, 2024 14:01:17.285863000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2781","Apr 24, 2024 14:01:17.285863000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2782","Apr 24, 2024 14:01:17.285863000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2783","Apr 24, 2024 14:01:17.285914000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2784","Apr 24, 2024 14:01:17.285914000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2785","Apr 24, 2024 14:01:17.285914000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2786","Apr 24, 2024 14:01:17.285914000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2787","Apr 24, 2024 14:01:17.285971000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2788","Apr 24, 2024 14:01:17.285972000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2789","Apr 24, 2024 14:01:17.285972000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2790","Apr 24, 2024 14:01:17.285972000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2791","Apr 24, 2024 14:01:17.285972000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2792","Apr 24, 2024 14:01:17.285987000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","138"
"2793","Apr 24, 2024 14:01:17.286017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2794","Apr 24, 2024 14:01:17.286017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2795","Apr 24, 2024 14:01:17.286017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2796","Apr 24, 2024 14:01:17.286017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2797","Apr 24, 2024 14:01:17.286082000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2798","Apr 24, 2024 14:01:17.286082000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2799","Apr 24, 2024 14:01:17.286082000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2800","Apr 24, 2024 14:01:17.286083000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2801","Apr 24, 2024 14:01:17.286083000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2802","Apr 24, 2024 14:01:17.286083000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2803","Apr 24, 2024 14:01:17.286120000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2804","Apr 24, 2024 14:01:17.286120000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2805","Apr 24, 2024 14:01:17.286120000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2806","Apr 24, 2024 14:01:17.286163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2807","Apr 24, 2024 14:01:17.286163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2808","Apr 24, 2024 14:01:17.286163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2809","Apr 24, 2024 14:01:17.286163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2810","Apr 24, 2024 14:01:17.286215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2811","Apr 24, 2024 14:01:17.286215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2812","Apr 24, 2024 14:01:17.286215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2813","Apr 24, 2024 14:01:17.286215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2814","Apr 24, 2024 14:01:17.286215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2815","Apr 24, 2024 14:01:17.286271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2816","Apr 24, 2024 14:01:17.286271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2817","Apr 24, 2024 14:01:17.286271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2818","Apr 24, 2024 14:01:17.286271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2819","Apr 24, 2024 14:01:17.286271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2820","Apr 24, 2024 14:01:17.286322000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2821","Apr 24, 2024 14:01:17.286322000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2822","Apr 24, 2024 14:01:17.286322000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2823","Apr 24, 2024 14:01:17.286322000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2824","Apr 24, 2024 14:01:17.286363000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2825","Apr 24, 2024 14:01:17.286363000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2826","Apr 24, 2024 14:01:17.286363000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2827","Apr 24, 2024 14:01:17.286363000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2828","Apr 24, 2024 14:01:17.286414000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2829","Apr 24, 2024 14:01:17.286414000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2830","Apr 24, 2024 14:01:17.286414000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2831","Apr 24, 2024 14:01:17.286414000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2832","Apr 24, 2024 14:01:17.286468000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2833","Apr 24, 2024 14:01:17.286468000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2834","Apr 24, 2024 14:01:17.286468000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2835","Apr 24, 2024 14:01:17.286468000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2836","Apr 24, 2024 14:01:17.286468000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2837","Apr 24, 2024 14:01:17.286518000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2838","Apr 24, 2024 14:01:17.286518000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2839","Apr 24, 2024 14:01:17.286518000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2840","Apr 24, 2024 14:01:17.286518000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2841","Apr 24, 2024 14:01:17.286563000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2842","Apr 24, 2024 14:01:17.286563000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2843","Apr 24, 2024 14:01:17.286563000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2844","Apr 24, 2024 14:01:17.286563000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2845","Apr 24, 2024 14:01:17.286618000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2846","Apr 24, 2024 14:01:17.286699000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","138"
"2847","Apr 24, 2024 14:01:17.286705000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2848","Apr 24, 2024 14:01:17.286705000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2849","Apr 24, 2024 14:01:17.286705000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2850","Apr 24, 2024 14:01:17.286757000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2851","Apr 24, 2024 14:01:17.286757000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2852","Apr 24, 2024 14:01:17.286757000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2853","Apr 24, 2024 14:01:17.286757000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2854","Apr 24, 2024 14:01:17.286814000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2855","Apr 24, 2024 14:01:17.286814000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2856","Apr 24, 2024 14:01:17.286814000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2857","Apr 24, 2024 14:01:17.286814000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2858","Apr 24, 2024 14:01:17.286814000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2859","Apr 24, 2024 14:01:17.286853000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2860","Apr 24, 2024 14:01:17.286853000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2861","Apr 24, 2024 14:01:17.286853000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2862","Apr 24, 2024 14:01:17.286853000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2863","Apr 24, 2024 14:01:17.286906000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2864","Apr 24, 2024 14:01:17.286906000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2865","Apr 24, 2024 14:01:17.286906000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2866","Apr 24, 2024 14:01:17.286906000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2867","Apr 24, 2024 14:01:17.286960000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2868","Apr 24, 2024 14:01:17.286960000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2869","Apr 24, 2024 14:01:17.286960000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2870","Apr 24, 2024 14:01:17.286960000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2871","Apr 24, 2024 14:01:17.286960000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2872","Apr 24, 2024 14:01:17.287008000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2873","Apr 24, 2024 14:01:17.287008000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2874","Apr 24, 2024 14:01:17.287008000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2875","Apr 24, 2024 14:01:17.287008000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2876","Apr 24, 2024 14:01:17.287060000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2877","Apr 24, 2024 14:01:17.287060000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2878","Apr 24, 2024 14:01:17.287060000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2879","Apr 24, 2024 14:01:17.287060000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2880","Apr 24, 2024 14:01:17.287061000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2881","Apr 24, 2024 14:01:17.287104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2882","Apr 24, 2024 14:01:17.287104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2883","Apr 24, 2024 14:01:17.287104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2884","Apr 24, 2024 14:01:17.287104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2885","Apr 24, 2024 14:01:17.287154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2886","Apr 24, 2024 14:01:17.287154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2887","Apr 24, 2024 14:01:17.287154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2888","Apr 24, 2024 14:01:17.287154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2889","Apr 24, 2024 14:01:17.287206000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2890","Apr 24, 2024 14:01:17.287206000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2891","Apr 24, 2024 14:01:17.287206000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2892","Apr 24, 2024 14:01:17.287206000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2893","Apr 24, 2024 14:01:17.287206000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2894","Apr 24, 2024 14:01:17.287253000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2895","Apr 24, 2024 14:01:17.287253000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2896","Apr 24, 2024 14:01:17.287253000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2897","Apr 24, 2024 14:01:17.287253000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2898","Apr 24, 2024 14:01:17.287309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2899","Apr 24, 2024 14:01:17.287309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2900","Apr 24, 2024 14:01:17.287309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2901","Apr 24, 2024 14:01:17.287309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2902","Apr 24, 2024 14:01:17.287309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2903","Apr 24, 2024 14:01:17.287353000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2904","Apr 24, 2024 14:01:17.287353000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2905","Apr 24, 2024 14:01:17.287353000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2906","Apr 24, 2024 14:01:17.287353000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2907","Apr 24, 2024 14:01:17.287406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2908","Apr 24, 2024 14:01:17.287406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2909","Apr 24, 2024 14:01:17.287406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2910","Apr 24, 2024 14:01:17.287406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2911","Apr 24, 2024 14:01:17.287459000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2912","Apr 24, 2024 14:01:17.287459000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2913","Apr 24, 2024 14:01:17.287459000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2914","Apr 24, 2024 14:01:17.287459000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2915","Apr 24, 2024 14:01:17.287459000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2916","Apr 24, 2024 14:01:17.287506000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2917","Apr 24, 2024 14:01:17.287506000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2918","Apr 24, 2024 14:01:17.287506000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2919","Apr 24, 2024 14:01:17.287506000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2920","Apr 24, 2024 14:01:17.287559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2921","Apr 24, 2024 14:01:17.287559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2922","Apr 24, 2024 14:01:17.287559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2923","Apr 24, 2024 14:01:17.287559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2924","Apr 24, 2024 14:01:17.287559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2925","Apr 24, 2024 14:01:17.287612000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2926","Apr 24, 2024 14:01:17.287612000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2927","Apr 24, 2024 14:01:17.287612000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","645"
"2928","Apr 24, 2024 14:01:17.288062000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","138"
"2929","Apr 24, 2024 14:01:17.301299000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1399"
"2930","Apr 24, 2024 14:01:17.301336000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1369"
"2931","Apr 24, 2024 14:01:17.304579000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","75"
"2932","Apr 24, 2024 14:01:17.305399000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","93"
"2933","Apr 24, 2024 14:01:17.305595000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","80"
"2934","Apr 24, 2024 14:01:17.308608000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1395"
"2935","Apr 24, 2024 14:01:17.308745000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2936","Apr 24, 2024 14:01:17.308815000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"2937","Apr 24, 2024 14:01:17.308872000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2938","Apr 24, 2024 14:01:17.308997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2939","Apr 24, 2024 14:01:17.308997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2940","Apr 24, 2024 14:01:17.308997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2941","Apr 24, 2024 14:01:17.309043000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2942","Apr 24, 2024 14:01:17.309043000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2943","Apr 24, 2024 14:01:17.309043000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"2944","Apr 24, 2024 14:01:17.309043000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
